url,title,play,user
/playlist?id=3102272704,浩室音乐集，回溯灵魂深处,14万,曲库小护士
/playlist?id=2966247927,「Spinnin’ Records」S厂精选,32万,shu舒克_
/playlist?id=2950826843,「欧美冷门」拒绝平庸，旋律至上,41万,循光
/playlist?id=3102318465,与心跳共频的Techno精选,19万,曲库小护士
/playlist?id=2831688182,YouTube史上最受欢迎的100首电音作品,113万,soAoAyEDM
/playlist?id=2862019676,游戏必备（面对疾风吧！）段！,420万,这眼前美景与谁叙
/playlist?id=2768017642,fps/疯狂踩点/打节奏(白给),358万,却与蝉声乱了琴
/playlist?id=2825552570,刷题|节奏轻快旋律惊艳的欧美歌单!!,21万,周二下午八点
/playlist?id=2816437068,打游戏必备【战歌、节奏电音、重金属】,1586万,RJH国荣
/playlist?id=2930640226,驾车/经典驾车曲目,142万,旋转转转转转转
/playlist?id=2802306619,「欧美电子」带感节奏你无法拒绝的好听电音,658万,Amber丶Queen
/playlist?id=2866031102,Alan Walker(艾伦·沃克)电音歌曲，(更新)。,72万,修行者之虚无
/playlist?id=3036995411,2019百大DJ TOP100,442万,欧美老猫
/playlist?id=2858603567,LOL超然BGM丨听完一打九,61万,唯梦小战神
/playlist?id=3070608947,游戏战歌。没有撤退可言,156万,余志枭
/playlist?id=2871955672,王者荣耀 (排位连曲),39万,夏颜兮Hx
/playlist?id=2975629162,笑迎生活‖世间美好统统向你奔来,76万,ClairoToday
/playlist?id=2956865402,Future Bass | 冰甜激萌的奇幻音律,37万,FeverJ
/playlist?id=2954650550,玩游戏 瞬间爆炸 节奏满满,80万,你的温柔既残酷
/playlist?id=2930180903,【踩点↑核能】燃爆全场の背景音乐】,48万,隔壁佬郝人
/playlist?id=2940759617,黑马音乐秀皮皮虾,18万,黑马音乐秀
/playlist?id=2946956241,<心动计划>触动你心跳加速的旋律,252万,宇宙徒步旅行家
/playlist?id=2991059968,「欧美电子」无法拒绝的清丽女声,140万,师兄不叫思松
/playlist?id=2879100443,欧美活力向 | 元气满满的一天从音乐中开始,520万,少年的半岛铁盒
/playlist?id=2550277551,小众英文歌歌单（！却意外的好听）,1867万,宝藏男孩咕咕
/playlist?id=2712936322,踩点 | 前方高能 让你欲罢不能的BGM,1921万,Vxe-
/playlist?id=2939725092,[BGM]超带感欧美良曲（典藏版）,489万,妍橙儿
/playlist?id=2830740622,『英雄联盟』lol战歌,349万,#NAME?
/playlist?id=2936958393,「精选/耳熟/开口跪」那些曾火遍全球的神曲,284万,一只傻高天
/playlist?id=3224149419,Monstercat - 学习 | 音乐让你更有效率,53万,Monstercat
/playlist?id=3101265037,伴着聚光灯，踏入音乐剧的世界【音乐剧】,14505,云音乐古典之声
/playlist?id=2976956482,拾叁先生强荐最火Bounce歌单,252万,SIRTEEN_Beijing
/playlist?id=2738552342,节奏控 | 电子苏打，耳朵想喝气泡水,142万,olly的牙缝
/playlist?id=4928319592,Deep House｜迷人旋律，深邃鼓点,28万,烈雨
/playlist?id=2924765628,欧美 | 让你一秒沦陷,285万,濑红莉栖
/playlist?id=3198155167,《韵律与思绪收集册》,90万,LovelyWICK
/playlist?id=2916350920,Alan walker select,56万,网易音乐人木然
/playlist?id=2786175968,2020抖音英文歌曲最新热歌,263万,小攀哟
/playlist?id=3102166090,<歌荒清除>接下来将拨动你的心弦,122万,hentai小绅士-
/playlist?id=2900909299,英雄联盟主题曲,289万,点落雨声轻叹
/playlist?id=3036902708,2019全球百大DJ排行榜,35万,welphenEDM
/playlist?id=2904364484,欧美节奏控：充足能量，运动不停,310万,雨露xixi
/playlist?id=3110333958,『轻快带感BGM』极致节奏，踩点燃向混剪,307万,BAEK-J
/playlist?id=3210184177,【旋律电子】让跃动的彩虹激活你的心灵！,97万,谐星七十六号
/playlist?id=2738703582,异域风情，覆盖着特立独行调味剂的香水味,56万,i看美剧
/playlist?id=2977084087,你没听过的绝世宝藏,39万,PSYKE_MUSIC
/playlist?id=2893273588,抖音英文最新热歌大全（2020更新中）,72万,2020最流行抖音歌曲
/playlist?id=3168980939,2019年Q-Dance百大Hardstyle金曲排行榜,55万,硬体PlagueOutbreak
/playlist?id=4909137543,百大DJ-W&W 精选 2020『游戏』歌单,39万,WandWOfficial
/playlist?id=2859547260,〖贾斯汀·比伯〗47首精选歌曲♥,25万,无所谓的世界_攀狼Sir
/playlist?id=4932495004,Louis The Child: 歌曲全收录,17332,LouisTheChild_Official
/playlist?id=3044760051,抵不过你回眸一笑.,16941,梦里的音乐家
/playlist?id=2955924359,『抄作业』一个人一只笔一个晚上一场奇迹~,18394,小聪音乐分享
/playlist?id=4864650891,那些年惠高广播台放过的歌,10918,Chorer
/playlist?id=2989883013,花木兰BGM 『游戏专用』,59000,和你漫入银河
/playlist?id=4889744902,Sikd0pe：让你上瘾的旋律,13245,Sikd0pe
/playlist?id=2880017077,碧梨/比伯/猴西/霉霉/水果/A妹/戳爷/Lauv/,14万,xxxwizkhalifa
/playlist?id=3077943228,写很多作业时听的歌(加油，再苦也熬得过去),18684,魈猪玖
/playlist?id=2876067644,CSGO ESL ONE 2019科隆 bgm全收录,11万,我爱洗澡我爱洗澡我爱洗澡
/playlist?id=3034715834,再见狂野之心,14984,寂寞的姿势
/playlist?id=2890914010,支撑美术画画 Or肝作业的力量耐听杂食,53956,你的挽长-
/playlist?id=2965734634,超好听的英文歌单,93973,槍執
/playlist?id=3182755907,Alan Walker 前五十热门单曲,22997,灾厄米法
/playlist?id=2891159377,一些超棒的乐队,92722,puppy的士高
/playlist?id=3121581563,该去大闹一场咯（你们一直找不到的网红歌）,43792,别离_故里
/playlist?id=4875801044,我们的电子蓄能库,18718,Bassjackers_Official
/playlist?id=2853156223,珍藏英文,47798,清风ikk
/playlist?id=2910443302,孤独者总是深夜病发.,20万,消逝的洛依成
/playlist?id=3132332245,⚡️19年12月新热电音推送,11830,大小姐不高兴
/playlist?id=3053344632,小仙女写作业的必备良药（内含纯音乐）,7798,紫雅鸭
/playlist?id=3064656976,音乐斯图秀（持续更新）,11195,音乐斯图秀
/playlist?id=4871318322,【杂食电音】灵魂共振的宝藏电音~持续更新,7000,钱钟书神经末梢
/playlist?id=4918824290,『金地·翡翠星海』售楼处背景音乐,10万,吴非遥
/playlist?id=2995234277,岁月旅歌|让共同的回忆，镶在青春的纪念册,32万,LovelyWICK
/playlist?id=3222047099,【官方精选】酒吧/抖腿/摇头/断头/打拳蹦迪,58076,小爽的Summer
/playlist?id=3219627854,一个电子爱好者的歌单，,23951,阿布dursul
/playlist?id=4882140285,流行英文歌曲|写作业必备歌单,8659,沉浮宇宙间
/playlist?id=3175904287,NEXU Yearmix2010-2019歌单,5937,EuHn
/playlist?id=2997452908,【节奏控】精品合集·超燃电音·性感人声,12万,Deosi
/playlist?id=2893532054,星 河 不 知 意 .,23万,zhaoshuya-
/playlist?id=3211554240,Stjæler Mit Hjerte,10943,夏星子_
/playlist?id=4891302952,MaRLo：带你去音乐的制高点,9948,MaRLo_Official
/playlist?id=3173333093,第五人格 sh7adow的歌单～,4320,冬冬没有兜兜吖
/playlist?id=3209020926,TheFatRat鼠年拜年歌单，祝你新年不Glitch,44216,TheFatRat_Official
/playlist?id=4890062378,Jauz：激励我的歌曲合集,4118,JauzOfficial
/playlist?id=3237880645,「个人向」打游戏必备歌单,11405,落叶秋声_
/playlist?id=4859858351,Dharma Worldwide 暗势力小分队,7025,Ruisosoci
/playlist?id=4881719833,国服马超上单〔bgm〕,9305,浮梵闪亮亮
/playlist?id=3092481826,欧美热曲推荐（持续更新）,86930,Jiemarr
/playlist?id=3227880770,Keep It Mello 让我们一起来棉花糖,77123,MarshmelloMusic
/playlist?id=3069615802,【有个恋爱我想谈谈】有Billy单身节不孤单,15万,Lauv
/playlist?id=3180785195,NEXU Yearmix 2019 (2010-2019),5101,sparkle_
/playlist?id=3215639388,不怕病毒 就害怕你摇不起来,4194,广东兴宁吴彦祖啊滨
/playlist?id=3213182391,一听秒爱！！〖超燃歌曲〗,6958,包子__w
/playlist?id=3217603871,绝对熟悉的英文歌单 前奏跪,9234,糯米奶糖糖
/playlist?id=2941287037,那些好听又找不到的英文歌～,13万,唢呐一吹布一盖
/playlist?id=3182965703,2020年最受欢迎的Hardstyle单曲,8927,Hard-with-Core
/playlist?id=3029251622,蹦迪选手就位,52208,不可爱的雅
/playlist?id=3227208138,热血燃向｜自嗨型,7642,qhostbaby
/playlist?id=3138571767,最棒的抖腿车载,12107,陈易大叔
/playlist?id=4885576154,左右环绕【超级爽】,35623,救赎xxoo
/playlist?id=3128932473,抖音2020年最火BGM,45047,随便_Pg2V
/playlist?id=2863558174,Him的一生「MC、破碎精选」,13万,Herobrine-Null-MC
/playlist?id=3231495476,该去大闹一场咯,8730,折欢灬
/playlist?id=3216462449,电影片段，电影简介必配BGM,11万,Crime-Angel
/playlist?id=3102314489,【Future bass】色彩漩涡，摄人心魂,22万,曲库小护士
/playlist?id=3175969144,Confession Releases忏悔厂牌发行完整歌单,11万,Nerdynuts
/playlist?id=3134261163,『2020电音神曲』打造电音年度最佳歌单,11万,这首歌让我感到陶醉
/playlist?id=4881319906,Alison Wonderland: 我的全收录,14694,AlisonWonderland_China
/playlist?id=3166016718,约翰·谢尔比,80823,约翰谢尔比A
/playlist?id=3140725970,欧美 | 只有少年永远把永远挂在嘴边,35757,欧美集
/playlist?id=3174222599,毒性电音 前奏就让人沦陷的极致良曲,27万,推广家喔
/playlist?id=3233539744,酒吧l电音节l电子音乐I迪厅I欧美I蹦迪I嗨曲,70445,掌上Club
/playlist?id=3163253465,2019热门欧美金曲,12万,咖啡影音
/playlist?id=3141062922,Future Bass | 沉浸其中 一秒沦陷,56719,Comiah_Yip
/playlist?id=2887319492,汤姆·哈迪,66383,ConorMcGregor6666
/playlist?id=3188344408,|糖分100+|那些听起来有点甜的歌曲,22万,MARIA-HILFT
/playlist?id=2869067966,【Bass House】迷幻低音 | 震撼你的耳膜,11万,KIRIN_Music
/playlist?id=3183434682,新锐制作人Regard为你严选最潮电音,54770,索尼音乐娱乐
/playlist?id=4889314395,「水果厂」可食用的清新电音 Ⅳ,12万,风也时常吟诵她
/playlist?id=3224123156,抖音 网红 嗨曲 大全,10536,BadBoy小伍
/playlist?id=4880384987,This is LANY丨LANY全收录,31788,LANY_OFFICIAL
/playlist?id=3203827491,Taylor Swift霉霉,8940,clown-joker626
/playlist?id=3085593297,和平精英音乐盒里的音乐BGM,11万,珩萧雨溪
/playlist?id=3228592077,「手机铃声英文」超适合做手机铃声,4593,z林柒
/playlist?id=4918154584,VAVO每周“Hydration”歌单,42616,VAVOmusic
/playlist?id=4862635736,CORE『欧美动感×电子混响』,3908,#NAME?
/playlist?id=4911013533,打游戏必备【战歌、节奏电音、重金属】,3203,RJJ辉少
/playlist?id=4862635756,满目星辰，满耳电音,2951,几迟ovo
/playlist?id=4861959823,【欧美】怦然心动的撩人旋律♪,2598,纯情处少
/playlist?id=3140451119,Best of 2012-2019 Melody - Anthem Lights,3778,小春秋_
/playlist?id=4899887524,你搜不到的土嗨神曲～,2821,TS酷mi
/playlist?id=4863969820,私藏丨免费英文歌，只收录原声,3018,斯达瑞9
/playlist?id=3173161078,日久不生情 （沈巍×井然）,3925,星回_____
/playlist?id=2761259320,2020新车载低音炮♚,70万,salaMu_
/playlist?id=4863002928,【情人节】TrapNation告白电音特辑,2535,TrapNation_Official
/playlist?id=4859079852,Astralwerks 26周年 ｜金曲收录,37529,Astralwerks
/playlist?id=2991369744,Synth Pop丨复古青年浪漫合成器,66万,摇滾乌托邦
/playlist?id=4871319334,【心动模式】耳机分你一半，开启心动模式,3526,xxxyn__
/playlist?id=4861786434,土嗨神曲「先蛇为敬」俄语、 DJ炸音,6332,丛了我
/playlist?id=4933470237,超级治愈英文|纯音乐,3829,汽水小姐_
/playlist?id=2984782686,欧美精选|迷幻慵懒 飘渺轻灵,252万,桑菲尔德L
/playlist?id=3183149193,人间理想「耀仔」,20万,是耀温顺
/playlist?id=2777984205,国服玄策『狂暴模式』战歌,14万,网易音乐人木然
/playlist?id=3112541184,【幻】Life is very psychedelic,57400,AKA_白鹤
/playlist?id=2906456704,轻快音乐 一键开启今日份满满活力,223万,樱桃味音乐
/playlist?id=3087123371,开眼100首金曲,14035,今夜是你
/playlist?id=4889693878,Awakening丨Ekali 唤醒你的曼妙旋律,22422,EkaliMusic_Official
/playlist?id=4878522228,50 Feet（更新要看和下首歌的缘分！）,57584,一只小菠萝__
/playlist?id=3227242523,班迪与墨水机器官方曲+同人曲,2611,bepurity
/playlist?id=2464078995,精致的猪猪女孩化妆歌单,176万,JeanaChong
/playlist?id=3008538538,欧美///我愿在梦中轻轻唱给你,115万,YoakeNatsu
/playlist?id=2974316403,追逐梦想的时候 全宇宙都会来帮忙,72万,樱桃味音乐
/playlist?id=2776722599,漫威·踩点向·视频剪辑·BGM,39万,鼻毛壮汉
/playlist?id=2362006321,适合画画肝作业时听的歌,3432万,chaz1
/playlist?id=2773594975,月光·晚风·花瓣·夜空·私藏宝藏 与耳朵,175万,NickyRomero
/playlist?id=3102355272,挑动律动神经的Dubstep音乐集,43万,曲库小护士
/playlist?id=3113923112,好听到单曲循环的英文歌曲,27万,叫我温老师
/playlist?id=2882042971,迷 人 嗓 音,417万,今晚磕到死
/playlist?id=2889187121,『欧美』歌海中的珍珠，不被发现的魅力,39万,Charlie_Puth资讯
/playlist?id=2561623331,那些好听到单曲循环的歌「武汉加油」,174万,阳光下的灿烂却远不及你
/playlist?id=2683746999,【暗黑向】欧美踩点混剪BGM,1626万,想养金毛的Apple
/playlist?id=3231643590,周周直播间整合歌单,48130,酷酷_yh
/playlist?id=2434987000,化妆拍照BGM.,3423万,Lscheese
/playlist?id=3084089244,抖音最火歌曲 ღ,31414,MattuRsuN-Mattohti
/playlist?id=4881466186,Slushii：我的清凉电子乐,23619,SlushiiOfficial
/playlist?id=3029610378,钢琴丨Taylor Swift,33783,TaylorSwift头像站-IU
/playlist?id=4859197697,你是临近赤道的欢喜.,10万,官方指定索隆唯一正牌女友
/playlist?id=3225241908,宇宙星河浪漫，生活点滴温暖,121万,荒墨Kurihara
/playlist?id=3230634962,minecraft MV音乐全集,3501,TryHarbNinja
/playlist?id=2903998296,500首好听的英文歌,95万,乐瑥x
/playlist?id=2720753498,快手抖音歌曲大全。,45万,你在我眼中真的很特别k
/playlist?id=2995650489,新古典丨悲怆人间，幸而这月光柔软,143万,摇滾乌托邦
/playlist?id=3223238736,营业悖论丨20200325,3241,深林鹤踏雪
/playlist?id=2825759982,引诱你坠入深渊的妖精-『病娇色気向BGM』,61万,糯米小鲶鱼
/playlist?id=3014248800,星河滚烫，你是人间理想,164万,TaylorSwiftUpdates
/playlist?id=3001478311,steph姐姐的神仙BGM♡,10万,奈小乐_CIwd
/playlist?id=4909442208,滑稽调皮向丨给生活加点开心添加剂,18050,时崎仲冬二二
/playlist?id=2976087667,NBA2k20(iOS版)背景音乐合辑,61864,翻滚吧蕨根粉
/playlist?id=3194981757,《NBA2K20》手机版歌单,7802,朱一旦旦总
/playlist?id=2950648468,回首亘年漫月里的所有怦然心动你仍拨得头筹,41939,苏东坡的小徒弟
/playlist?id=3096830991,Huya丶豚豚大魔王,3690,Smile丶君莫笑
/playlist?id=4880521696,抖音歌曲大全2020,60146,謬湝
/playlist?id=3110875084,R.I.P.☹“27岁俱乐部”☹,67375,说唱HIPHOP
/playlist?id=3047341734,Future Bass｜迷失在电子滤波的温柔陷阱,80936,音凛酱
/playlist?id=3223910731,“贫穷”Coldplay粉集合地,6718,Strawberry-Swing_
/playlist?id=2829816518,[欧美私人订制] 最懂你的欧美推荐 每日更新35首,11859万,网易云音乐
/playlist?id=4867118022,【HIPHOP说唱】必 听 的 经 典 钻 石 单 曲,6886,迷人的混蛋是西西
/playlist?id=3131916843,大锤宝藏歌单,11万,大锤Hammer
/playlist?id=4890328458,迷幻&神级RAP¥[NEW W¥BE]¥EMO鼓点,84225,后期混音找killerJ
/playlist?id=2618915549,你搜不到的土嗨神曲,2873万,孤单又灿烂的神丨鬼怪
/playlist?id=4858517761,2020精选抖音热门短视频/电影剪辑BGM,4068,我是故里
/playlist?id=2998483698,压箱私藏 | 那些躲在角落里的小众音乐,971万,茉瑾年
/playlist?id=4861811550,抖音 2020最火歌曲盘点 实时更新,39151,小调调DT
/playlist?id=3033297851,嘻哈星节奏《Rhythm+Flow》 AKA美国有嘻哈,42485,大松宋嵩许
/playlist?id=2727853808,超级安利的午后必听英文歌曲,138万,TeMpT-y
/playlist?id=2953222914,最全守望先锋联赛战队主题曲（持续更新,22157,上官丶天清
/playlist?id=4864450403,不容错过的hiphop/rap/trap/os etc(持续更,10万,孙宇瑶Grasheyl外加一个小樱桃
/playlist?id=3196264232,『起床』拉窗帘/刷牙/洗脸/喝水/换衣服,10万,Ceaoe
/playlist?id=2895367854,$$Hiphop,44万,OKitsgrace
/playlist?id=2975510329,2019年最吊的Hook,147万,Sauce420
/playlist?id=2845364680,极致走心说唱|NF精选,23万,Unexplainable
/playlist?id=3179343096,「姆爷好听的单曲TOP100」,21758,混圈男孩Isaac
/playlist?id=2827171182,tom macdonald,8663,鸽补法
/playlist?id=3095312857,ZSBeatz｜Rap Instrumental｜说唱伴奏,7399,ZS-beatz
/playlist?id=3170097226,纪念佛罗里达最硬的黑人,5727,黑山白鹤
/playlist?id=2773604798,▶ Trap┃旋律 ✕ Emo Rap.(看简介),82万,TravisFvckingScott
/playlist?id=2697867308,前奏就让你疯狂/trap/欧美hiphop/精选/,74万,妹妹别动哥哥要进来了
/playlist?id=2913623900,丨欧美丨嘻哈丨饶舌丨,32万,dayp_DP
/playlist?id=2679916677,『Melodic Rap』 | 令人沉醉的旋律说唱 |,36万,XXXSUICIDE
/playlist?id=3141595455,XXXTENTACION Perents:All Of X Vol.0,5345,000-Forky
/playlist?id=2829137850,Vol . 51 「旋 律 说 唱」,336万,FlyingClub
/playlist?id=2660676614,本仙女make up/卸妆/敷面膜/洗澡洗脸/ 歌单,27万,-crystall-
/playlist?id=3200483160,良医第一季插曲,43561,王巍爱听我的快乐
/playlist?id=2842858505,头一扭 曲一嗨 鬼火当成路虎开,69613,jueldz
/playlist?id=3084170384,年度最佳尼哥念经,14975,MeloNoLove
/playlist?id=3000719797,ʀᴏʟʟɪɴɢ丨节奏水枪 × Lit Drum,109万,节奏水枪Beat_WaterPistol
/playlist?id=4908673882,2020最好听的歌曲大全《精选热门》,11万,笑脸是悲伤的面纱C
/playlist?id=2806863490,ASAP Rocky最炸Verse神曲合集,88677,TrapTV
/playlist?id=2873336061,Hip-Hop旋律说唱，听你诉说这个世界,146万,原点FM
/playlist?id=2875321368,Trap Rap R&B 杂..」%,200万,324_040
/playlist?id=2817554177,超酷超拽的英文Rap（持更）,127万,氧尼2ONENIGHT
/playlist?id=4904383601,燃向RAP｜我知道你很累但不能是放弃的理由,29188,wawa明天绝不晚睡绝不上课迟到
/playlist?id=4880818010,旋律说唱精选行货［西洋特贡.持更］,27万,TExxv
/playlist?id=2840884575,和风&匪帮trap 炸翻你的耳膜,13万,GOCHEN4L
/playlist?id=2864730005,New/rap/小众/冷门,16万,lovzeros
/playlist?id=2867085162,霉霉（VIP专享）,16349,TayAriG
/playlist?id=2890700581,韩道英旅行歌单,14万,鲸落遇鹿
/playlist?id=2928116437,神樂七奈_DD斩首,43346,神樂七奈_DD斩首
/playlist?id=2913612358,Kanye West 代表作,66614,Softpi
/playlist?id=2394125021,请随机播放，切歌算你赢,356万,LEYOONAFRIEND
/playlist?id=2812061419,Apple 苹果产品宣传广告 (BGM),16万,c17869
/playlist?id=3211610053,New School Hiphop/R&B,14308,plzwak1up
/playlist?id=2903182988,〖提神醒脑，抗疲劳〗燃说唱\持续更新,182万,赛赛尔啊
/playlist?id=3213774818,『WayMen — Rap Beat说唱伴奏』,10322,_WayMen_
/playlist?id=2936000547,欧美‖任何瞬间的心动都不要怠慢了它,233万,ClairoToday
/playlist?id=2827772008,节奏强心剂｜一秒入耳的白人Rapper,125万,十三逆旅Li
/playlist?id=2467197621,社会人摇头必备嗨曲（极嗨）,2966万,宸极Cody
/playlist?id=2995267320,橙光——《禁忌之城》歌单,22170,Ms笛笛sM
/playlist?id=2945426789,[英文]简单易学的英文歌适合初学者,68593,今天雷雨大风4-5级
/playlist?id=3172148543,豪车专用,8129,塔总003
/playlist?id=2894130514,女友嗓 | 接个吻，开一枪,83万,隐匿于蓝
/playlist?id=4882062204,小丑女哈利奎因bgm,12434,PG平常心
/playlist?id=3175366209,2020,14万,K1star_
/playlist?id=4869377947,北方的烈阳专属歌单（持续更新）,15463,小桃喜欢陈嘉琦
/playlist?id=4926923314,关上门 就让我在你怀里沉溺.,13052,Vanessa_甜甜
/playlist?id=3111369145,抱歉 我天生很酷 走路带风,12万,鹿白川
/playlist?id=2483059412,兜 风 听 什 么,259万,shakemyhead
/playlist?id=3020663385,电影故事｜唯愿音乐慰藉心灵,215万,下一颗巧克力
/playlist?id=4912676360,优质冷门 | Hospital厂牌精选歌曲,43355,HospitalRecords
/playlist?id=3186322538,春日初告白 | 温暖男声，流进心底的阳光,77万,olly的牙缝
/playlist?id=4865075373,The Score丨让我们产生共鸣的音乐,31217,TheScoreMusic
/playlist?id=2974268402,Rosé,23753,方知清欢
/playlist?id=2896190369,欧美原声丨躲藏在音乐里的电影情节,260万,欧美音乐杂货铺
/playlist?id=2832357252,橙光游戏《朱砂》歌单,22万,安瑟尔ii
/playlist?id=2871897839,最甜女声，每首都让人陶醉,404万,迟到得到
/playlist?id=3188804141,美剧良医【S1】the Good Doctor,6924,Margueritepoon
/playlist?id=2745777287,精致女孩的起床洗漱洗澡化妆bgm,69万,pppeepsi
/playlist?id=4870649934,ʟᴇs ᴛᴡɪɴs ᴅᴀɴᴄᴇ ᴍüsïᴄ ☪,11620,wvvww
/playlist?id=2859551573,99首好听到单曲循环的歌,187万,oreo灵
/playlist?id=3218573457,公主rap&后妈联盟,10036,玖姽sally
/playlist?id=2892456399,迪士尼反派后妈茶话会&公主饶舌大战,12万,艺术是人优质魅力的体现
/playlist?id=2866293458,论如何优雅的打开放松时光,216万,少年的半岛铁盒
/playlist?id=3169066795,持续更新的宝藏rap,41万,K-O-R
/playlist?id=2986686032,♪Furkan、 来电铃声‖ 〖精选〗,29万,Enwar-722
/playlist?id=3076435385,Frozen 2,15845,Ricky_Kopa
/playlist?id=3027829356,“一起去野餐吧！”★惬意的假日时光,214万,羊羊小毛衣
/playlist?id=2919371868,高中英语3500词,11338,今天的豆豆准备好高考了吗
/playlist?id=2892381208,色向诱惑‖沉沦吧，I got you.,39万,烟紫色的猫
/playlist?id=3117276300,鬼影特攻,29776,私信看蟹黄堡配方
/playlist?id=3114571650,传说之下—I am chara（猹）,9482,Banrey警卫巴尼
/playlist?id=3012142454,晚安曲 愿一切美好的事物伴你左右,232万,樱桃味音乐
/playlist?id=2942278931,论怎么做一个酷而有品的人,26万,ChokeWhale
/playlist?id=3033668435,Tik Tok bgm(持续更新),12497,HelloVampire0
/playlist?id=3223946120,置身浓情呓语间，体会人间百种风情,21万,Kesha_EDM
/playlist?id=2790947127,〖宝藏〗每首都很入耳，建议随机播放,66万,剑仙xg
/playlist?id=3087790085,【GTA5】电台《无止境流行乐》,9238,洛圣都交通LST
/playlist?id=4881066023,<甜味女孩>早上起来时 整个世界都是礼物,85万,宇宙徒步旅行家
/playlist?id=3233774888,XXL Freshman Class | 历年HipHop新人盘点,6151,BetterNoe
/playlist?id=4872845295,在想念你的时候， 就把温柔的自己用完了,87万,XxxGreyen
/playlist?id=3084888577,Jennie Kim for CHANEL,6798,Nijyuukyuu
/playlist?id=3070974256,adiljan zaydin 维吾尔精选集合音乐2020,33万,Uy-音乐CULUb
/playlist?id=4915255921,「春」｜ 欧美 / 春日苏醒篇 / 温柔卦微风,54132,eeeeezus
/playlist?id=2870902341,一定有首歌你单曲循环过,217万,李小楚
/playlist?id=3175228307,HIPHOP与电子音乐//[2020年]你的音乐愿望,14万,LHITILX
/playlist?id=3214584675,篮球巨星科比，再见,309万,感知不强
/playlist?id=2584001962,2020抖音热门BGM，持续更新（抖音2020）,132万,活该你风生水起
/playlist?id=2874960471,王一博 | 跳舞bgm,102万,不知名追星少女
/playlist?id=4936334734,视频BGM,6601,COSMIC_DREAM
/playlist?id=2962407224,『英伦女嗓』那些遗世独立的大不列颠玫瑰,85万,十三逆旅Li
/playlist?id=3189685502,ᴄᴏғғᴇᴇ ᴛᴇᴀ ᴏʀ ᴍᴇ.,85435,__TwChow
/playlist?id=2847841459,适合写作业时听的歌/刷题歌单♡,83万,神賜小困-
/playlist?id=3020407831,Pitchfork评选10年代最佳200首歌曲,112万,流亡大街
/playlist?id=3233198934,抽象艺术家,3640,d22k
/playlist?id=3052330823,『令人心动的Offer』BGM 合辑,11万,SVT-Sunny
/playlist?id=2966126375,【Billboard】美国B榜热门乡村音乐合集,89万,MusicalTimes
/playlist?id=3221778898,抖音热歌大合集,71万,抖音小程序
/playlist?id=2898257741,<迷幻花园>玫瑰生长于灵魂之上,282万,宇宙徒步旅行家
/playlist?id=4900957679,FiveShare节目歌单-FunkyBuster（更新中）,5483,TWH电台TuziWithHipHop
/playlist?id=4867708952,抖音电台_提不困《背景音乐》,23069,黑小孩C_
/playlist?id=2864800744,SKAM比利时版第三季BGM全记录|WtFock(顺序),65686,Yeah-Sir
/playlist?id=3163880182,2019 动感101101首金曲跨年倒数歌单,43586,动感101
/playlist?id=2883667678,Old Town Road 大合集,35万,儒雅随和LILITI
/playlist?id=2916761187,DJ★ ғᴜʀᴋᴀɴ śᴏʏśᴀʟ ★噢美,52万,NurFefe-official
/playlist?id=3195373817,复古小调｜恍惚之间穿梭时光,16万,Rhaast
